navn,mængde,produkt_id
Diltiazem Hydrochloride,63.07,743
DR. RECKEWEG R73 Spondarthrin,85.64,780
LAMICTAL,49.37,713
Tretin-X,21.48,771
ED-SPAZ,66.65,722
TopCare,82.55,736
West Wheat Grass,16.29,762
VOGELXO,4.81,768
Triple Antibiotic,87.25,758
Glipizide,16.34,731
Reguloid,34.76,764
Diphenhydramine,26.23,757
Shopko Camphor Phenol Gel,51.16,701
careone childrens pain and fever,6.81,800
Clobetasol Propionate,70.82,741
FENOFIBRATE,74.21,738
Hydromorphone Hydrochloride,67.27,775
Loperamide Hydrochloride,17.09,732
Maximum Strength Cortizone 10 Quick Shot 360 Continuous,46.41,772
Ciprofloxacin,78.14,743
Metaproterenol Sulfate,48.34,791
No7 Lift and Luminate Foundation Sunscreen Broad Spectrum SPF 15 Mocha,67.87,716
Methyldopa,75.74,741
H-Fissures Formula,62.16,775
Fluoxetine hydrochloride,85.64,739
DOUBLE PERFECTION LUMIERE,52.55,780
KROGER,86.65,793
Softlips Sugar Plum Berry,80.87,764
CY BETTER LIPS BALM Humectante para Labios con color FPS 18,86.01,733
POPULUS DELTOIDES SSP MONILIFERA POLLEN,17.66,743
Time Frame Future Resist Foundation Broad Spectrum SPF 20,27.42,719
Ribavirin,51.34,757
femhrt,12.45,771
Baclofen,33.69,750
Pollens - Trees, Olive Olea europaea,48.34,792
RANITIDINE,60.28,756
Oxygen,69.88,746
Treatment Set TS346889,97.18,748
Australian Gold,69.58,795
Lice Killing,36.86,720
Lanoderm,90.5,709
Amazonian Clay 12-Hour Full Coverage Foundation Broad Spectrum SPF 15 Sunscreen,73.77,782
Riomet,93.89,750
METOPROLOL SUCCINATE,22.3,782
Head and Shoulders Dual Sachets,76.79,752
Iron Polysaccharides Folic Acid DHA,73.49,703
Metoprolol Tartrate,19.29,781
TOMATO WRINKLE SUN,26.28,768
Acetaminophen And Codeine,23.09,707
LOreal Paris Advanced Suncare Quick Dry Sheer Finish 30 Broad Spectrum SPF 30 Sunscreen,24.09,763
LipCoTZ,43.1,791
Diltiazem Hydrochloride,68.57,730
Zanaflex,75.73,737
SKIN ERUPTIONS,23.54,738
Laxative pills,65.97,781
Perphenazine,47.31,754
LETTERS Lemon Verbena Hand Sanitizer,36.63,768
Ibuprofen,25.1,716
Urea,63.03,759
Ionite APF,94.73,751
CEFUROXIME AXETIL,15.18,706
rx act flu and severe cold and cough,56.02,783
Sunmark,56.51,768
DR. RECKEWEG R18 Cystophylin,89.28,798
OXYCODONE AND ACETAMINOPHEN,72.01,750
Irritable Bowel Syndrome Therapy,88.3,754
BY FLOWER BB,24.93,771
Sunmark Childrens Pain and Fever,73.68,731
Bedwetting,46.11,723
dg health miconazole 3,17.82,785
flormar PERFECT COVERAGE FOUNDATION SUNSCREEN BROAD SPECTRUM SPF 15 104 Vanille Eclat,23.13,793
Lice Treatment,46.14,715
SALONPAS-HOT CAPSICUM,28.99,705
Ondansetron,7.3,772
Divalproex Sodium,45.73,727
Alka-Seltzer Plus,1.49,715
STOOL SOFTENER,91.14,722
smart sense infants pain and fever,85.44,717
Utah Juniper,66.99,778
Diclofenac Sodium and Misoprostol,22.28,709
Dynarex Antifungal,5.18,715
Food - Plant Source, Pea, Green or English Pisum sativum,8.95,748
Sorrel Mixture,22.34,731
Olanzapine,75.08,763
Methocarbamol,86.45,745
Head and Shoulders,92.67,782
GenRx All Purpose Cleansing,86.71,788
Refenesen Chest Congestion Relief,97.34,732
Luvox CR,59.66,718
NABUMETONE,79.79,704
Sanitizing Alcohol Rub,78.45,712
Care One Medicated Lip Balm in a Pot,90.16,739
Treatment Set TS331884,23.72,735
good sense cold head congestion,65.69,768
Atenolol,70.43,745
Longleaf Pine,31.4,794
MIRTAZAPINE,76.79,768
TRAMADOL HYDROCHLORIDE,37.75,773
CD - Dior Multi-perfection Tinted Moisturizer Golden Radiance 2 - SPF 20,53.77,727
Walgreen Maximum Strength Diaper Rash,50.74,714
Ampicillin Trihydrate,88.17,712
Xpect First aid Buffered Eye and Skin,28.99,719
SHISEIDO SHEER MATIFYING COMPACT (REFILL),13.58,756
LISINOPRIL AND HYDROCHLOROTHIAZIDE,8.97,747
Chinese Elm,43.27,750
Good Neighbor Pharmacy Stay Awake,51.13,758
diltiazem hydrochloride,59.49,777
Purmist,95.24,756
Methylene Blue,69.25,731
Cut Care Benzalkonium Chloride Antiseptic,66.56,716
Up and Up Zinc Cold Remedy,14.42,794
PASPALUM NOTATUM POLLEN,65.78,773
Risperidone,90.2,717
CVS Pharmacy Sport SPF 50,80.0,782
Cepacol,25.16,787
Cefaclor,39.85,737
Tabradol,42.41,725
Lancome Paris Renergie Lift Volumetry,86.15,729
Diovan,50.12,768
Coconut,48.55,793
Warfarin Sodium,13.95,751
Levothyroxine Sodium,37.18,706
up and up acetaminophen,28.71,746
biochemistry PAIN RELIEF FOOT ACTIVE,27.8,790
Propafenone Hydrochloride,97.52,753
Heparin Sodium in Dextrose,55.49,741
erythromycin,70.64,754
Methylphenidate Hydrochloride,63.89,737
smart sense nicotine,36.23,731
Sodium Chloride,47.73,760
ZOFRAN,97.31,757
Sure Antiperspirant Deodorant Unscented,13.27,724
DIPHENHYDRAMINE,33.25,756
Zolpidem Tartrate,98.01,722
Balmex Adult Care Rash,48.16,722
Propranolol Hydrochloride,28.68,761
Clindamycin Hydrochloride,84.9,748
Melvita UV shield - Sunscreen SPF 15 Broad spectrum,12.27,738
Waterless Anti-Bacterial Hand Cleanser,2.6,709
Standardized Cat Pelt,46.07,747
Thyrolar,60.32,720
Lemon Basil Antibacterial Foaming Hand Wash,55.09,734
HEMORRHOIDS,82.56,780
Sweet Fig Antibacterial Foaming Hand Wash,39.65,731
Micardis HCT,61.92,716
Exuviance CoverBlend Concealing Treatment Makeup,86.91,771
Ohm 8 Hour Pain Reliever/Fever Reducer,80.04,735
PENTOXIFYLLINE,74.45,785
Foaming Hand Wash,97.93,701
Midazolam,50.56,788
La Roche Posay Laboratoire Dermatologique Anthelios 30 Cooling Water Broad Spectrum SPF 30 Sunscreen,21.71,760
Celazome Botanical Mositurizer with SPF 15,84.66,761
simvastatin,58.82,732
topiramate,28.66,737
Lisinopril,71.82,776
Sulindac,76.31,788
Giorgio Armani Designer Lift Smoothing Firming Foundation Broad Spectrum SPF 20 Sunscreen,88.7,726
PediaCare Childrens Plus Flu,22.82,732
Doxycycline Hyclate,17.47,756
Oxycodone Hydrochloride,7.28,796
Warfarin Sodium,84.48,712
Cefprozil,77.44,737
Clonidine Hydrochloride,84.19,730
BEING WELL DIAPER RASH CREAMY,75.94,761
Minipress,70.41,767
Terrasil Rapid-Clear Anti-Fungal,15.39,743
Metoprolol Tartrate,74.71,705
Nadolol,79.83,787
Umbrella Sunscreen,70.07,720
Medline Alcohol Prep,72.06,721
Cotton Linters,48.36,741
rexall lice killing,92.87,756
Diaper Rash Skin Protectant Crema Cero,35.26,781
Propranolol Hydrochloride,13.75,706
Legatrin PM,14.46,730
Lithium Carbonate,67.49,795
12 hour allergy d,91.91,762
Laxative,91.62,713
WEGMANS,73.1,784
Poplar,72.43,794
Helminthosporium,63.41,774
Aleve,3.81,709
Quercetin,81.4,751
ENALAPRIL MALEATE,74.64,799
IMITREX,99.52,775
Propranolol Hydrochloride,40.8,722
Doxycycline Hyclate,78.76,763
Adderall,94.24,784
Oxcarbazepine,37.5,777
CHAETOMIUM GLOBOSUM,83.6,785
Dove DermaSeries,83.75,740
Acyclovir,45.78,797
Papaya,72.17,757
SHISEIDO PERFECT REFINING FOUNDATION,6.08,717
Fluconazole,17.3,773
White petrolatum,94.31,765
Cephalexin,3.98,733
Colcrys,8.86,778
cold and allergy relief,3.6,727
Dibenzyline,69.47,778
Penicillin V Potassium,26.91,785
nicotine,97.74,724
Amitriptyline Hydrochloride,6.98,702
Adempas,95.06,731
Rhizopus oryzae,5.51,770
LAURA GELLER BEAUTY TUSCAN SUN SPACKLE SPF 30 PROTECTIVE UNDER MAKE-UP PRIMER PORCELAIN,49.83,703
headache pm,64.85,779
TRULY WHITENING,67.43,794
Metformin Hydrochloride,64.95,745
NITROGEN,98.09,719
DR. RECKEWEG R23 Nosoderm,92.24,789
Whooping Cough 2,40.51,744
Mango Blossom,12.22,785
ProBLEN HGH Plus IGF-1 IGF-2,42.46,729
Cuprum Quartz (Metallic),80.07,711
allergy and congestion relief,26.83,800
Childrens,41.3,753
Clearasil Ultra,34.72,770
Prefest,60.71,754
Danazol,55.27,733
MAGNESIA PHOSPHORICA,49.92,716
Carbon Dioxide-Air Mixture,75.36,710
Sun Total Protector Color 30 Dark Tint,1.0,795
Soft N Sure Foamed Antiseptic Handrub,17.35,761
Methocarbamol,39.49,728
Dronabinol,14.73,711
Gabapentin,94.18,772
NoHist DM,2.4,745
Broad Spectrum SPF 50 Kids,83.2,777
Levonorgestrel,26.56,720
Oxycodone Hydrochloride,30.2,788
ORAL-DENT,56.55,732
Prednisone,53.59,723
Podofilox,84.65,717
Tribenzor,15.14,788
hCG Detox,43.76,763
Isosorbide Mononitrate,19.37,718
Nephroplex,60.19,798
Tussin Cough Long Acting,94.22,733
SAFEWAY,74.61,701
ProcureTriple Antibiotic,82.64,701
Care One,83.99,733
Tramadol Hydrochloride,86.76,772
Lupron Depot-PED,98.72,742
Tolterodine Tartrate,45.67,757
Doxycycline Hyclate,91.65,782
Pantoprazole Sodium,63.86,778
Fentanyl Citrate,33.66,799
Lidocaine Hydrochloride,36.82,793
CVS Extra Strength Itch Relief,58.43,782
Alcohol Prep Pad,9.62,730
Robitussin Mucus Plus Chest Congestion,62.13,754
Metformin Hydrochloride,11.0,701
Grain Smut Mixture,89.91,717
Vivaglobin,67.63,776
Modafinil,70.61,721
Clonazepam,39.26,734
Erythromycin Base,59.05,795
CARE ONE,43.81,769
Cephalexin,70.37,781
Butalbital, Acetaminophen, Caffeine, and Codeine Phosphate,21.02,793
Allergies Rocky MTNS. U.S.,36.58,723
Seven,30.13,766
California Black Oak,94.04,779
Bethanechol Chloride,8.57,780
Furosemide,41.26,736
Treatment Set TS333246,38.53,742
Carvedilol,40.95,763
Neutrogena Nourishing Long Wear Makeup Tone Correcting Complex Sunscreen Broad Spectrum SPF20,46.4,719
Diovan,26.31,747
Plan B One-Step,41.7,745
Adderall,29.56,780
Marcaine,84.71,721
ANTIBACTERIAL,50.06,729
Mary Kay Tinted Moisturizer Sunscreen SPF 20 Beige 1,90.46,749
CaraDerma,43.36,771
Carvedilol,85.67,722
Lorcet,85.71,725
Black Willow,83.69,705
MOMETASONE FUROATE,16.13,776
Carbidopa and Levodopa,80.48,766
Amoxicillin,15.43,719
Edarbyclor,78.58,756
Derma-Glove,99.19,704
FATIGUE,20.75,711
Standardized Grass Pollen, Redtop,32.02,762
Treatment Set TS347745,26.12,797
TheraDerm Pain Relieving Patch,98.97,782
HYDROCODONE BITARTRATE AND ACETAMINOPHEN,79.27,725
Doxycycline,97.4,794
Nortriptyline Hydrochloride,35.91,768
Olanzapine,31.52,788
Honey Bee hymenoptera venom Multidose,31.23,720
DERMA WHITE,94.94,785
Acetaminophen, Dextromethorphan Hydrobromide, Phenylephrine Hydrochloride,69.6,720
Epinastine HCl,55.94,740
Gabapentin,28.42,775
Sunkissed Honeydew Hand Sanitizer,84.28,736
Irbesartan,31.65,707
good neighbor pharmacy Night time,12.22,727
Baza Antifungal,73.75,721
Verapamil Hydrochloride,40.47,740
Bone Strengthener,71.56,737
Potassium Chloride,15.6,738
Dust, House Mixture,95.94,736
isosorbide mononitrate,9.79,758
Extra Strength Mapap,27.88,790
YOUTH SURGE,58.13,788
Up and Up First Aid Antibiotic,94.58,752
Ear Discomfort,16.34,776
Ambien CR,1.54,797
Tobramycin Sulfate,87.56,733
Treatment Set TS344421,74.7,754
NARS FOUNDATION,28.21,786
tussin,28.62,800
Hydrocodone Bitartrate and Acetaminophen,89.37,795
Flucelvax,92.6,735
GFA First Aid,77.97,793
Lamotrigine,59.34,784
FLU,62.99,776
Olanzapine,45.45,771
Becca,6.38,798
FAMOTIDINE,25.19,779
Western (Sierra) Juniper,68.17,719
Rhumatol,60.25,754
Clonidine Hydrochloride,77.38,732
SHISEIDO RADIANT LIFTING FOUNDATION,55.17,770
Low Dose Aspirin,19.88,778
Diclofenac Sodium,26.65,722
Extra Strength Pain Reliever,93.4,786
Famotidine,5.62,757
Sulwhasoo EVENFAIR SMOOTHING FOUNDATION,56.73,748
Norpramin,52.38,770
Silka,66.81,758
Buspirone Hydrochloride,88.49,792
Prednisone,27.8,708
temazepam,77.77,794
phoslo,18.37,787
WEIGHT CONTROL SUPPORT,76.93,704
Cheratussin AC,72.27,729
PLANTAGO LANCEOLATA POLLEN,3.78,768
Fexofenadine Hydrochloride,23.99,732
Pantoprazole Sodium,47.23,750
Furosemide,18.86,758
Easydew EX Renewal Moisture,93.46,730
CALCAREA FLUORICA,26.2,714
pain relief,98.58,769
Tretinoin,42.15,716
Folic Acid,86.24,741
ZUSKA,80.61,766
Lorazepam,46.88,723
Cartia,70.51,763
Quinapril,40.73,765
SHISEIDO WHITE LUCENT BRIGHTENING SPOT-CONTROL FOUNDATION (REFILL),80.78,766
Oxycodone Hydrochloride,91.69,738
Coricidin HBP Maximum Strength Flu,91.03,757
Bethanechol Chloride,55.95,794
Isopropyl Alcohol,21.19,791
ULTRA CORRECTION LIFT,29.33,717
BIO Dtuss,37.77,781
Habitrol Patch,24.79,717
Hydrocodone Bitartrate and Acetaminophen,15.01,705
SunZone Baby Sunscreen SPF-60,95.69,730
Crest,22.44,717
Hansan Foam,17.37,749
Namenda,64.77,716
MANCORE MUSCLE MEND ROLL-ON PAIN RELIEVER,58.41,768
Gentamicin,86.82,725
Aminocaproic Acid,21.51,797
Pramipexole Dihydrochloride,92.35,775
pravastatin sodium,90.83,781
Aches - Pains,92.67,764
LIDOCAINE HCl,23.67,703
Virx,49.68,761
Mapap,43.63,785
Famotidine,30.15,761
NEO CLASSIC HOMME BB,58.92,759
Metformin Hydrochloride,80.85,714
SHISEIDO ADVANCED HYDRO-LIQUID COMPACT (REFILL),48.53,770
Glipizide and Metformin Hydrochloride,35.81,737
oxygen,54.69,722
Vaccines,55.52,796
Calmicid AC,75.64,720
Lucky Antibacterial Hand Soap,94.06,718
Rejuvenate 2000 Power Up Formula For Men,35.4,743
Koh Gen Do Aqua Foundation,61.41,749
Fenofibrate,6.35,736
California Black Walnut,79.58,724
AMITRIPTYLINE HYDROCHLORIDE,89.95,785
Senna-S,29.64,759
Allergy Antihistamine,7.9,744
Pleo Sancom,41.68,777
Felodipine,61.15,741
Glyburide and Metformin Hydrochloride,24.99,739
Pain and Fever,47.38,706
Flunisolide,16.26,733
ibuprofen,87.72,723
Perch,74.0,758
Torsemide,8.93,767
Velivet,4.53,732
Boil-Rx,19.83,789
SENEXON-S,66.42,745
Sulwhasoo Lumitouch,92.66,708
ULMUS PUMILA POLLEN,43.46,717
Stool Softener,50.99,739
Pier 1 Imports Lily Flower Anti-bacterial Hand Wash,12.71,779
Molds, Rusts and Smuts, Epidermophyton floccosum,70.85,766
Sunkissed Honeydew Hand Sanitizer,99.65,720
ESIKA HYDRACOLOR 2 IN 1 HIGHLY MOISTURIZING AND COLORING SPF 25,98.33,795
Childrens Mucinex Multi-Symptom Cold,89.84,708
Ropinirole Hydrochloride,76.09,770
Sunmark,41.31,798
Gentak,45.45,710
Flecainide Acetate,47.14,794
St. Joseph Safety Coated Aspirin,43.76,734
Moisture Therapy,54.42,738
Sei Bella Age-Defying Liquid Foundation,77.67,751
Micro-K 10 Extencaps,31.99,784
Mometasone Furoate,16.8,712
DOXEPIN HYDROCHLORIDE,61.49,777
Naproxen Pain Relief,51.67,771
Spatherapy,14.12,790
SUYAN JEONGBAEK,60.53,773
Clorox CareConcepts Bed Bath and Hygiene,62.05,705
Dexmethylphenidate Hydrochloride,77.92,779
simply right famotidine complete,7.73,712
Galantamine,15.94,788
Antiseptic Hand Cleansing Gel,11.0,791
Sulfamethoxazole and Trimethoprim,49.98,753
Humira,94.64,729
Pleo Ex,16.54,775
Amoxicillin,30.4,759
AVALIDE,73.97,777
Donepezil Hydrochloride,16.18,726
NARS PURE RADIANT TINTED MOISTURIZER,18.42,761
Levothyroxine Sodium,34.63,759
ANTI ITCH,20.97,774
natural extensions Antibacterial Liquid Hand Wash,38.19,720
Pediapred,75.03,726
NEUTRAMAXX 5000 PLUS TURBO,68.4,758
Neutrogena MoistureShine SPF20,23.02,763
Nicotine Polacrilex,64.74,701
Sprayology TravelEase,84.44,768
Norel AD,52.13,710
Enteric Aspirin,42.1,753
Rasuvo,89.43,798
MuscleCare,73.87,747
Up and Up Cold Flu Relief,25.17,730
Scott Triclosan Free Antibacterial Skin Cleanser,43.91,712
Animal Allergens, AP Dog Hair and Dander Canis spp,82.35,740
Valacyclovir,93.16,788
Hydromarine,85.75,742
Sani Soft,91.86,733
equaline heartburn relief,63.24,777
Docusate Sodium,55.13,722
Procardia,76.38,771
Fenofibrate,86.51,727
Restorative Day Moisture SPF 15,55.43,782
BABOR HSR Glamour Lifting,75.73,790
TERBINAFINE HYDROCHLORIDE,41.01,770
Naturals,73.86,739
PNEUMO HP,65.06,788
Iodent Fluoride Toothpaste,68.63,705
Aspergillus flavus,44.64,757
Escitalopram Oxalate,40.07,747
NuLYTELY With Flavor Packs,9.67,748
Topcare Sinus Relief,24.78,772
Fetzima,2.21,792
Heparin Lock Flush,88.02,705
Healing Support,12.27,780
Mugwort,18.26,775
Diphenoxylate Hydrochloride and Atropine Sulfate,94.91,731
Fosphenytoin Sodium,34.72,722
Famotidine,37.45,800
Marcaine,95.07,768
albuterol sulfate,73.01,750
Trazodone Hydrochloride,64.68,754
Advanced Hand Sanitizer,99.17,702
INSTANT HAND SANITIZER,50.51,709
TAPAZOLE,75.59,765
Maybelline New York Baby Lips Dr Rescue Medicated Balm,80.67,710
Warm Vanilla Hand Sanitizer,65.3,786
CD DiorSnow White Reveal UV Shield Foundation 020-Light Beige,9.48,769
ANTIBACTERIAL,41.83,744
Nabumetone,96.15,795
Denavir,68.43,738
BIO-MEGA,60.91,757
Cefazolin,51.53,715
Lopreeza,43.63,740
Amoxapine,69.13,756
Heparin Sodium,37.65,770
Periodontium Quartz Special Order,67.34,750
Naproxen,64.93,713
Lamotrigine,6.66,709
Carbamazepine,17.86,727
Citanest Forte,60.76,781
Colic Calm,54.13,794
Insecurity,30.23,734
L OCCITANE SUBLIME BEAUTY BB MEDIUM SPF 30 Broad Spectrum Sunscreen,79.7,706
Laneige UV TOTAL BASE,29.47,749
Famotidine,7.85,721
Sertraline Hydrochloride,69.27,713
FAMILY CARE BACK PAIN THERAPY,57.4,740
Nitroglycerin Transdermal System,72.08,738
BABOR Collagen Booster,25.62,722
Mulberry,75.01,710
Wild Strawberry Anti-Bacterial Hand Sanitizer,25.74,713
Kidney Stone Clear,84.88,711
Womens Gentle Laxative,25.96,762
TRI-LO-MARZIA,46.64,785
Promethazine Hydrochloride,19.53,770
Topiramate,14.22,717
Glimepiride,50.12,753
Bio Sweet Chestnut,79.97,798
Dialyvite Supreme D,68.72,712
DIDANOSINE,19.69,778
Ginger and Lemon Antibacterial Foaming Hand Wash,20.4,773
CLONIDINE HYDROCHLORIDE,56.77,759
Dentree,46.21,723
Carbuncles Boils,2.27,792
Acne Treatment,59.79,775
ELCURE AOUT Rose,39.99,780
MYNEPHROCAPS,44.58,794
LBEL LEDERM 55plus Jour,27.29,760
Equisetum Formica,64.55,785
Childrens Ibuprofen,20.39,741
ESIKA,64.46,776
heartburn relief,32.72,780
Quinapril,32.71,771
CEPHALEXIN,79.65,753
Gnaphalium Stannum,63.2,752
complete,3.31,766
Neutrogena Men Active protect Face,6.9,797
Back,60.52,755
Haloperidol,14.52,763
Gabapentin,85.52,761
CAREALL Zinc Oxide,37.95,795
Levofloxacin,77.35,783
Omeprazole,58.19,759
LARIN Fe 1/20,33.71,718
Rifampin,10.72,756
ALTERNARIA TENUIS,9.2,754
Irinotecan Hydrochloride,9.67,762
Senna S Stool Softener with Laxative,94.48,712
YSNORE,30.55,778
METHOTREXATE,53.71,743
Physicians EZ Use M-pred,83.95,763
health mart loperamide hydrochloride,59.11,738
Lithium Carbonate,19.85,717
Atenolol,20.42,765
Preferred Plus Allergy Relief,96.18,733
Softlips Flavor Fusions Strawberry Banana,11.09,714
SENSAI FLUID FINISH LASTING VELVET FV203,19.75,746
Isosorbide,20.73,790
Deep Cleaning Mask,91.48,783
Midazolam Hydrochloride,1.75,755
SIVEXTRO,49.22,715
GMC Medical,57.93,721
Ciprofloxacin,28.78,797
Oxycodone Hydrochloride,27.04,777
Guaiasorb DM,1.49,737
Treatment Set TS347537,92.73,774
Levofloxacin,58.33,751
Coralite Pain Relief,2.52,755
VIVITE Daily Facial Moisturizer with Sunscreen SPF 30,44.65,793
Hops,58.97,779
ATORVASTATIN CALCIUM,83.76,799
Haloperidol Decanoate,55.17,791
CARDEC DM,32.37,748
Halls,32.64,704
Pomegranate Hand Sanitizer,64.13,703
Lisinopril,2.13,707
Naloxone Hydrochloride,84.69,797
Dextroamphetamine saccharate, amphetamine aspartate monohydrate, dextroamphetamine sulfate, amphetamine sulfate,69.47,793
equate pain and fever,72.88,748
Meclizine Hydrochloride,45.55,760
Alcohol Swabstick,73.24,716
Nitrogen,63.17,784
Cytra-2,9.42,798
Fycompa,63.71,709
Lamotrigine,79.25,705
Carisoprodol,37.06,723
ENTSOL,52.92,736
ZOLPIDEM TARTRATE,32.82,705
Amitriptyline Hydrochloride,85.27,737
Yellow Pine,48.51,793
Hydrochlorothiazide,8.71,773
Gentamicin Sulfate,97.14,790
Flagyl ER,54.41,742
ZOMIG,34.03,795
Horse Epithelia,98.39,765
Amoxicillin,66.14,703
Timolol Maleate,81.58,793
NITROUS OXIDE,55.93,767
Choice OB DHA,4.5,705
Pollens - Trees, Maple, Hard Acer saccharum,2.23,775
Baclofen,15.82,755
Vaproizing,71.59,797
Alprazolam,49.4,776
Nizatidine,95.63,748
Diltiazem Hydrochloride,88.51,712
SHISEIDO SHEER AND PERFECT FOUNDATION,8.95,741
DEXTROSE,37.85,741
Fluoxetine,19.62,732
SAN-E-FOAM,70.65,722
New Terocin,54.9,772
Diclofenac Sodium,4.19,757
Clearasil Ultra,48.82,780
simple pleasures,71.14,787
Tretinoin,42.42,732
DILAUDID,48.52,752
Morphine Sulfate,24.05,784
clindamycin phosphate,5.88,785
LANOXIN,88.14,701
Ditropan,16.17,759
Keppra,40.38,796
TERRACOTTA JOLI TEINT BEAUTIFYING FOUNDATION WITH SUNSCREEN SUN-KISSED, HEALTHY GLOW BROAD SPECTRUM SPF 20 EBONY,40.62,790
SOTALOL HYDROCHLORIDE,63.62,742
Instant Hand Sanitizer Original With Aloe Vera And Vitamin E,85.66,716
Isosorbide Mononitrate,27.69,730
Kids Travel Sickness,34.14,725
Glycopyrrolate,25.88,746
Triple Antibiotic Ointment,34.74,779
No7 Radiant Glow Foundation Sunscreen SPF 15 Cocoa,46.32,731
Cyclivert,5.78,732
Cough DM,68.76,725
Benazepril Hydrochloride,18.75,755
JUGLANS NIGRA POLLEN,43.38,712
Revonto,81.62,796
CACTUS,59.61,703
Acetaminophen, Guaifenesin, Phenylephrine Hydrochloride,35.54,797
Pleo Grif,43.57,779
Naproxen,50.17,800
Cefdinir,66.39,750
Meclizine Hydrochloride,67.84,736
Prazosin Hydrochloride,81.94,796
Guaiatussin AC,57.48,799
Sheer Confidence Antiperspirant Deodorant,53.88,750
Vicks NyQuil D,45.97,789
Triamterene hydrochlorothiazide,98.21,737
Trifluoperazine Hydrochloride,52.42,720
Laxative Pills,62.45,747
Anticavity,62.71,731
Azithromycin,16.03,717
Spongia Tosta Kit Refill,46.79,755
Baclofen,24.67,766
bubble gum,53.56,713
NITRO-TIME,20.13,731
Anti Inflammatory,95.15,739
Cefadroxil,29.9,770
Ibuprofen,54.49,733
Gabapentin,57.48,713
Oxybutynin Chloride,94.15,762
Treatment Set TS344592,28.59,755
Dexamethasone Sodium Phosphate,43.47,778
EAR,33.96,765
Xarelto,60.33,707
Effexor,12.72,716
Metolazone,23.67,767
RISPERDAL,83.1,790
Diovan,68.7,769
LITHIUM CARBONATE,71.7,708
After Pains and Tears,54.45,751
FluoriSHIELD,92.73,758
Well at Walgreens Anti-Itch,11.31,774
GOODSENSE IRRITATION RELIEF EYE DROPS,2.77,738
Pain Relief,56.0,772
Hydrocodone Bitartrate and Acetaminophen,77.23,784
ibuprofen,15.87,773
April Bath and Shower Warm Vanilla Scented Hand Sanitizer Anti-Bacterial,43.27,770
Etodolac,99.54,711
Pinchot Juniper,38.37,726
NiteTime Sinus,33.07,753
Hand Sanitizer,5.92,763
arthritis pain relief,3.32,742
WHITE CAVIAR ILLUMINATING HAND SUNSCREEN BROAD SPECTRUM SPF 15,57.96,724
Zaliex Alcohol-Free Foaming Hand Sanitizer,8.99,710
APLENZIN,29.18,703
Anti-Fungal,72.81,799
Curity Povidone-Iodine One-Step Prep,72.97,714
A.H.C. C-SERUM,29.45,724
Fosinopril Sodium,92.35,833
WHITE MULBERRY POLLEN,65.17,842
Gabapentin,7.09,839
Aspirin,62.34,862
ANTI-BACTERIAL HAND SANITIZER 2 PACK SPLASH APPLE SCENTED,45.73,895
Anticavity Fluoride Rinse,10.83,873
CURAD Hydrogen Peroxide,57.27,892
Blue Lizard Sport,90.47,857
Hydrocodone Bitartate and Acetaminophen,58.9,805
Lovenox,36.0,877
Lyrica,44.69,809
Alcohol Prep Pad,50.98,831
Diovan,43.88,807
Zonnic Nicotine,56.29,886
Fenofibrate,55.12,859
Nasel congestion,38.35,863
Pumpkin Seeds Antibacterial Foaming Hand Wash,36.47,894
Nano Gold Bio Mask Pack,51.88,811
Alendronate Sodium,46.85,805
Acetaminophen-APAP 8 Hour,45.66,874
GRANISETRON HYDROCHLORIDE,49.49,888
smart sense hemorrhoidal,39.25,818
Ketorolac Tromethamine,77.97,840
fondaparinux sodium,53.01,863
Desvenlafaxine,1.21,870
Diltiazem Hydrochloride,42.13,850
Elm Mixture,75.03,878
Doxepin Hydrochloride,27.77,876
Nifedipine,19.61,896
ESIKA,15.65,899
Indomethacin,44.8,857
SOLU-CORTEF,43.87,831
CARE ONE,43.9,859
Care One Medicated Lip Balm,33.4,890
Oxcarbazepine,59.13,824
NON ASPIRIN PM,85.77,852
QUITA COLICOS GAS RELIEF DROPS,44.22,814
LANOXIN,61.91,858
IQ Derma Essentials Life Without Wrinkles,90.28,900
Bodycology,81.12,801
Head and Shoulders,62.47,840
cephalexin,43.45,870
Steady Remedy No. 14,64.14,857
Mupirocin,68.83,864
Hydroxyzine Hydrochloride,79.07,848
Gliadel,71.59,830
Cefazolin,52.78,870
Glyburide (micronized) and Metformin Hydrochloride,73.93,870
North Sinus Decongestant,94.63,801
Coppertone ultraGUARD,9.69,834
Fexofenadine,15.02,894
Betaxolol,72.0,865
DOCTORS CHOICE,63.73,813
Anastrozole,53.38,820
Levetiracetam,1.09,866
CPDA-1,20.76,859
ACETAMINOPHEN,15.53,830
flormar BB Sheer Tinted Beauty Sunscreen Broad Spectrum SPF 15 06 Warm Beige,43.74,811
Oxygen,87.53,817
Hydroxyzine Hydrochloride,69.15,854
Good Neighbor Pharmacy Cold,77.07,838
dextroamphetamine sulfate,42.54,827
dicyclomine hydrochloride,40.13,849
Folic Acid,31.7,869
LBEL FILLING EFFECT FOUNDATION SPF 10,4.69,845
Hemorrhoidal,46.84,819
Trichophyton mentagrophytes,58.44,878
Triamterene and Hydrochlorothiazide,73.29,858
PAROXETINE,83.97,828
Bethanechol Chloride,24.94,869
Strawberry Sunscreen Lip Moisturizer,3.64,812
Johnson Grass,29.92,867
AZITHROMYCIN,3.79,868
